number,title,languages,featured,raycast_friendly,author,source,published,languages_declared,try_link,images_count,prompt
11,Profile / Avatar - Playful Studio Portrait with Sydney Sweeney Vibes,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6299,0,"{\n  ""style"": ""ultra-realistic studio portrait"",\n  ""subject"": {\n    ""gender"": ""female"",\n    ""age"": ""young adult"",\n    ""pose"": ""leaning slightly forward toward the camera"",\n    ""expression"": ""playful, flirty"",\n    ""facial_details"": {\n      ""wink"": true,\n      ""tongue_out"": true,\n      ""freckles"": ""natural across fair skin"",\n      ""makeup"": {\n        ""blush"": ""soft pink"",\n        ""lips"": ""glossy""\n      }\n    },\n    ""hair"": {\n      ""color"": ""blonde"",\n      ""length"": ""long"",\n      ""part"": ""side-parted"",\n      ""style"": ""falling naturally over shoulders""\n    },\n    ""outfit"": {\n      ""dress"": ""{argument name=""dress color"" default=""black""} oversized hoodie with subtle street logo"",\n      ""jewelry"": {\n        ""earrings"": ""long dangling gold earrings"",\n        ""necklaces"": ""layered gold necklaces with small heart pendant""\n      }\n    }\n  },\n  ""environment"": {\n    ""setting"": ""studio"",\n    ""background"": ""clean minimal light neutral tones""\n  },\n  ""lighting"": {\n    ""type"": ""soft diffused studio lighting"",\n    ""shadows"": ""smooth natural shadows""\n  },\n  ""camera"": {\n    ""lens"": ""50mm"",\n    ""aperture"": ""f/1.8"",\n    ""depth_of_field"": ""shallow""\n  },\n  ""quality"": {\n    ""resolution"": ""high resolution"",\n    ""detail"": ""ultra-detailed"",\n    ""skin_texture"": ""photorealistic"",\n    ""focus"": ""sharp focus"",\n    ""photography_style"": ""high fashion lifestyle photography""\n  }\n}"
12,Profile / Avatar - Seductive Catgirl Selfie Portrait Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6370,0,"{\n  ""main_prompt"": ""cute seductive catgirl selfie portrait, young woman in her early 20s with fair skin and subtle blush, long straight dark brown hair with side-swept bangs framing face, heavy dark eyeliner with cat-eye flick, long lashes, glossy pink/nude lips in soft pout, half-lidded sultry eyes looking directly at camera, wearing pink fluffy cat ear headband with white inner ears and small gold bells, thin white spaghetti strap crop top showing midriff and cleavage, light pink shorts or skirt implied below frame, delicate gold choker necklace with small heart/pendant, multiple bracelets on wrist including pink beaded one, pale pink manicured nails with glossy finish, playful peace sign hand gesture near face, low angle selfie shot from below (phone held high), lying on stomach on bed propped on elbows, arched back emphasizing curves, cozy bedroom background: soft pinkish walls, wooden furniture blurred, small decorative items like bag or plushies in corner, warm indoor ambient lighting with soft window fill from side, gentle rim light on hair and shoulders, slight lens distortion from close-up phone selfie, photorealistic, ultra-detailed skin texture with natural pores and light freckles, realistic hair strands and flyaways, fluffy fur texture on cat ears, cinematic soft color grading with warm pinkish tones and subtle vignette, light film grain, kawaii meets seductive aesthetic, intimate playful bedroom vibe, shot on iPhone with front camera portrait mode or similar, shallow depth of field focus on face and upper body, dreamy cosplay energy"",\n  ""negative_prompt"": ""blurry, lowres, deformed hands, extra fingers, fused fingers, bad anatomy, poorly drawn face, bad proportions, extra limbs, mutated hands, ugly, disfigured, tiling, out of frame, jpeg artifacts, signature, watermark, text, error, cropped badly, worst quality, low quality, cartoon, anime style unless subtle, 3d render, plastic skin, doll-like, airbrushed skin, overexposed, underexposed, flat lighting, harsh flash, pale washed-out skin, no makeup, heavy filter, instagram face, duck lips, overly happy smile, elderly, child, male, group shot, outdoor background, bright daylight, cold blue tones, desaturated, cheap cosplay props, visible phone in frame, deformed peace sign hand, extra ears, animal fur on body, full body visible unless cropped naturally, cluttered messy room"",\n  ""style_tags"": [\n    ""photorealistic"",\n    ""catgirl cosplay"",\n    ""kawaii seductive selfie"",\n    ""low angle intimate portrait"",\n    ""bedroom candid vibe"",\n    ""soft pink aesthetic"",\n    ""playful yet sultry"",\n    ""phone selfie distortion subtle"",\n    ""film grain light"",\n    ""cosplay editorial"",\n    ""cozy indoor glow""\n  ],\n  ""technical"": {\n    ""aspect_ratio"": ""3:4 or 9:16 (vertical selfie / phone portrait style)"",\n    ""lighting"": ""warm soft indoor ambient ~3200K from room lights, gentle side fill from window, subtle rim light on hair and cat ears, catchlights in eyes, minimal shadows on face f""\n  }\n}"
13,Profile / Avatar - High-End Aesthetic Car Selfie Portrait,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6112,0,"{\n  ""main_prompt"": ""high-end aesthetic car selfie portrait, young Southeast Asian woman in her early 20s, long voluminous dark brown wavy hair, professional editorial makeup, bold winged eyeliner, glossy burgundy lips, confident and moody expression, leaning back on a tan leather passenger seat, one arm extended for a phone selfie angle, wearing a high-quality cream textured knit top and casual denim shorts, subtle gold jewelry, tanned smooth skin with natural glow, relaxed seating pose with legs visible in the frame, luxurious car interior details: brown leather panels, soft natural window light from the right, cinematic color grading, warm cabin atmosphere, photorealistic skin texture, 8k resolution, shot on high-end smartphone, portrait mode with shallow depth of field, raw photography style, urban lifestyle vibe"",\n  ""negative_prompt"": ""nsfw, suggestive, nude, cleavage, blurred, lowres, deformed anatomy, bad hands, extra limbs, watermark, text, signature, plastic skin, doll-like, overexposed, underexposed, harsh shadows, smiling, elderly, male, group shot, steering wheel, cluttered interior, bright direct sunlight"",\n  ""style_tags"": [\n    ""photorealistic"",\n    ""lifestyle selfie"",\n    ""luxury car interior"",\n    ""moody lighting"",\n    ""confident pose"",\n    ""editorial aesthetic"",\n    ""raw photography"",\n    ""urban vibe""\n  ],\n  ""technical"": {\n    ""aspect_ratio"": ""9:16"",\n    ""lighting"": ""soft diffused natural light from window, warm ambient cabin glow, subtle rim light on hair"",\n    ""color_palette"": ""warm cream, rich tan leather, burgundy accents, natural skin tones"",\n    ""camera"": ""wide-angle front camera perspective, shallow DoF, natural focus on face""\n  },\n  ""composition"": ""asymmetrical selfie framing, subject leaning back, casual leg placement in foreground, dynamic and modern"",\n  ""mood_atmosphere"": ""confident, moody, luxury lifestyle, intimate but sophisticated, private car ride moment"",\n  ""extra_parameters"": {\n    ""steps"": 35,\n    ""cfg_scale"": 6.5,\n    ""sampler"": ""DPM++ 2M SDE Karras"",\n    ""clip_skip"": 2\n  }\n}"
14,Profile / Avatar - Image generation of Suu Mizumiya using Nano Banana Pro,ja,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6233,0,Suu Mizumiya / mizumiya suu. Smiling Suu-chan.
15,Profile / Avatar - Candid Mirror Selfie with Messy Blowout and Y2K Fashion,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6194,0,"{\n  ""subject"": {\n    ""demographics"": {\n      ""age"": ""early 20s"",\n      ""gender"": ""female"",\n      ""ethnicity"": ""caucasian with light skin tone""\n    },\n    ""hair"": {\n      ""color"": ""blonde"",\n      ""style"": ""shoulder-length, wavy, voluminous, messy blowout"",\n      ""texture"": ""thick, natural curls""\n    },\n    ""face"": {\n      ""shape"": ""oval"",\n      ""eyes"": ""light green, looking towards the phone screen"",\n      ""nose"": ""small, straight bridge"",\n      ""lips"": ""full, natural, slightly parted"",\n      ""skin_texture"": ""smooth tanned skin, visible pores, no airbrushing""\n    },\n    ""body_proportions"": {\n      ""build"": ""curvy, athletic"",\n      ""torso"": ""toned midriff, prominent ribcage due to pose"",\n      ""skin_details"": ""nostril piercing, navel piercing""\n    },\n    ""attire"": {\n      ""top"": ""cropped white button-up shirt, rolled sleeves"",\n      ""bottom"": ""black pleated miniskirt"",\n      ""accessory"": ""black and red plaid necktie"",\n      ""details"": ""black thong strap visible above skirt waistband""\n    }\n  },\n  ""pose"": {\n    ""type"": ""mirror selfie sitting on bed"",\n    ""orientation"": ""body angled slightly right"",\n    ""arms"": {\n      ""right_arm"": ""raised, hand behind head, elbow out"",\n      ""left_arm"": ""holding smartphone to take the photo in the mirror""\n    },\n    ""head_tilt"": ""tilted back and to the left, looking up at the phone"",\n    ""legs"": ""kneeling on the bed, partially obscured""\n  },\n  ""setting"": {\n    ""location"": ""hotel bedroom"",\n    ""foreground"": ""rumpled white duvet and pillows"",\n    ""background"": ""large beige pleated curtains, wooden headboard, pinkish wall"",\n    ""props"": ""pink fur smartphone case with multiple camera lenses"",\n    ""clutter"": ""slight wrinkles on bedding""\n  },\n  ""camera"": {\n    ""shot_type"": ""mirror selfie"",\n    ""angle"": ""eye-level reflection"",\n    ""framing"": ""medium shot (waist up)"",\n    ""focal_length"": ""smartphone wide lens"",\n    ""perspective"": ""first-person via mirror"",\n    ""aspect_ratio"": ""3:4""\n  },\n  ""lighting"": {\n    ""source"": ""warm indoor ambient light mixed with purple/blue mood lighting"",\n    ""quality"": ""soft, diffused, colored cast"",\n    ""highlights"": ""reflection on phone screen and camera lens"",\n    ""shadows"": ""soft shadows under arms and chin"",\n    ""color_temperature"": ""warm, purpleish tone""\n  },\n  ""mood_and_expression"": {\n    ""emotion"": ""relaxed, confident, casual"",\n    ""gaze"": ""focused on phone screen"",\n    ""atmosphere"": ""intimate, evening, candid""\n  },\n  ""style_and_realism"": {\n    ""aesthetic"": ""raw photo, candid snap, unfiltered, social media style"",\n    ""realism_level"": ""high, natural film grain, unprocessed look"",\n    ""imperfections"": ""slight lens flare from phone flash reflection, natural skin texture""\n  },\n  ""technical_details"": {\n    ""sharpness"": ""focus on subject in mirror reflection"",\n    ""noise"": ""moderate ISO grain due to low light"",\n    ""texture_quality"": ""high fidelity for fabric and skin""\n  }\n}"
16,Profile / Avatar - Cosmic Galaxy Watercolor Portrait (Identity Preservation),en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6163,0,"{\n  ""prompt"": ""Use the uploaded reference image to **preserve 100% of the facial features, identity, age, skin tone, and expression** of the person. Do not alter facial structure or proportions. Create a **cosmic galaxy watercolor portrait** where the face remains soft and realistic but is gently merged with nebula textures. Hair follows the exact reference style, with subtle stardust highlights woven through the strands. Clothing: simple dark or neutral attire that fades into swirling galaxy patterns. Background: deep space filled with vibrant nebulas, glowing stars, floating light particles, and watercolor galaxies in shades of indigo, teal, violet, and cosmic blue. Soft ethereal rim light outlines the silhouette. Fine pencil sketch lines mixed with watercolor bleeds, smooth gradients, dreamy depth, cinematic and artistic masterpiece quality."",\n  ""negative_prompt"": ""blurry, low quality, deformed, extra limbs, bad anatomy, watermark, text overlay, anime, cartoon, overexposed, underexposed, ugly face, bad hands, face altered, identity changed, harsh lighting, plastic skin, flat colors"",\n  ""parameters"": {\n    ""steps"": 50,\n    ""cfg_scale"": 7.2,\n    ""sampler"": ""Euler a or DPM++ 2M Karras"",\n    ""strength"": 0.53,\n    ""noise"": 0.28,\n    ""width"": 832,\n    ""height"": 1216,\n    ""aspect_ratio"": ""2:3""\n  },\n  ""usage_instructions"": ""Upload your image in img2img or reference mode. Keep strength around 0.5–0.55 to keep the face **100% matching**, while blending the portrait into a cosmic watercolor universe.""\n}"
17,Profile / Avatar - Editorial Mirror Selfie with Detailed Identity Lock,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6202,0,"""ar"": ""9:16"",\n  ""intent"": ""rooftop golden hour, city skyline background, editorial feel"",\n  ""subject"": {\n    ""type"": ""young woman"",\n    ""age"": ""mid-20s"",\n    ""identity_lock"": ""young athletic woman in her mid-20s with long platinum-blonde hair, fair skin with a light tan, soft feminine facial features (defined jawline, high cheekbones, natural lips), fit gym-trained body (toned shoulders, visible abs, strong legs and glutes)"",\n    ""face_lock"": {\n      ""face_shape"": ""oval face with soft features"",\n      ""eyes"": ""almond-shaped light hazel/green eyes, sharp catchlights, slightly lifted outer corners, natural lashes"",\n      ""brows"": ""full natural brows with a clean arch"",\n      ""nose"": ""small button nose"",\n      ""lips"": ""slightly pouty lips"",\n      ""skin"": ""real skin texture with visible pores and faint freckles (no smoothing)""\n    },\n    ""hair"": {\n      ""style"": ""medium-length curls"",\n      ""finish"": ""perfectly styled with no flyaways""\n    },\n    ""makeup"": ""minimal: tinted moisturizer, mascara, tinted lip balm"",\n    ""expression"": ""playful side-glance + soft smirk, relaxed jaw""\n  },\n  ""outfit"": {\n    ""top"": {\n      ""type"": ""fitted tank top"",\n      ""cut"": ""off-shoulder"",\n      ""structure"": ""cropped at waist"",\n      ""fabric"": ""soft cotton jersey""\n    },\n    ""bottom"": {\n      ""type"": ""tailored trousers"",\n      ""fit"": ""A-line silhouette""\n    }\n  },\n  ""accessories"": {\n    ""earrings"": ""statement chandelier earrings"",\n    ""bracelets"": ""none"",\n    ""rings"": ""none"",\n    ""other"": ""dainty pendant necklace""\n  },\n  ""action_pose"": {\n    ""type"": ""mirror selfie"",\n    ""body_position"": ""walking mid-stride"",\n    ""upper_body"": ""arms crossed casually"",\n    ""phone_hand"": ""phone extended at arm's length"",\n    ""glass_action"": ""mid-sip with the rim touching lips, white wine visible inside"",\n    ""framing"": ""full body from head to feet visible; subject centered""\n  },\n  ""scene"": {\n    ""location"": ""modern bedroom (hotel-like)"",\n    ""table"": [\n      ""bread basket"",\n      ""water glass"",\n      ""silverware set on the right edge of frame""\n    ],\n    ""background"": [\n      ""rows of tables with white tablecloths"",\n      ""glass/window wall on the right with reflections"",\n      ""ceiling with angled panels/awnings"",\n      ""palm trees visible outside through the large windows""\n    ],\n    ""bed"": {\n      ""bedding"": ""plush velvet comforter"",\n      ""throw_blanket"": ""none""\n    },\n    ""background_details"": {\n      ""vanity_setup"": [\n        ""makeup vanity/desk with lots of items scattered naturally (brush cup, palettes, bottles, perfume silhouettes)"",\n        ""jewelry box with items spilling out""\n      ],\n      ""mirror_lights"": ""Hollywood-style bulb lights around mirror"",\n      ""ring_light"": ""ring light behind the vanity with tripod legs visible (off or dim)"",\n      ""extra_room_details"": [\n        ""a water glass or bottle on a side table edge"",\n        ""small scented candle on the vanity (soft glow)"",\n        ""laptop slightly open on the desk edge or chair (screen dim, no ""\n  }"
18,Profile / Avatar - Ultra-Photorealistic Mirror Selfie in Italy Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6105,0,"{\n  ""generation_parameters"": {\n    ""aspect_ratio"": ""9:16"",\n    ""quality_preset"": ""Ultra-Photorealistic / Cinematographic"",\n    ""model_version"": ""Nano Banana Pro"",\n    ""chaos"": ""low"",\n    ""stylize"": ""medium-high""\n  },\n  ""prompt_core"": {\n    ""subject_details"": {\n      ""demographics"": ""Young woman, early 20s, olive complexion, highly photogenic."",\n      ""facial_features"": ""Defined facial structure, high cheekbones, sharp jawline, dark almond-shaped eyes looking directly at camera reflection, full lips with mauve gloss."",\n      ""hair_and_grooming"": ""Dark hair styled into a sleek, tight, high ponytail. Two thin, face-framing tendrils pulled loose in front. Immaculate 'clean girl' aesthetic makeup, sharp winged eyeliner, perfectly groomed eyebrows.""\n    },\n    ""attire_and_texture"": {\n      ""main_outfit"": ""A white two-piece set (or cut-out dress) made from a highly textured, shimmering lurex or fine glitter fabric that catches the light. Strapless bandeau top. High-waisted skirt with a significant asymmetrical cut-out at the midriff and a draped, folded front panel."",\n      ""footwear"": ""Black patent leather pointed-toe stiletto pumps, showing glossy reflections."",\n      ""accessories"": ""Layered delicate turquoise chain necklaces. Small diamond hoop earrings. A beaded gold bracelet on the left wrist.""\n    },\n    ""pose_and_action"": {\n      ""body_position"": ""Deep squat posture balanced on the balls of the feet on a rug, knees spread wide. Torso upright, slightly turned."",\n      ""hands_and_objects"": ""Holding a bright magenta/pink Apple iPhone (approx. 17 Pro mqx orange model) with visible camera lenses, positioned in front of the face to take a mirror selfie. A white pop-socket grip is visible on the back of the phone.""\n    },\n    ""environment_dense_description"": {\n      ""setting"": ""Bright, modern, minimalist outdoor terrace exterior. Mediterranean aesthetic."",\n      ""foreground_elements"": ""Perched on steep cliffs, the terrace feature hand-painted ceramic details in azure and coral tones, blending rustic elegance with luxurious comfort. Furnished with sun loungers, shaded pergolas, and al fresco dining sets, they serve as private sanctuaries for savoring morning espresso or golden-hour aperitivos."",\n      ""background_elements"": ""The view typically unfolds across cascading pastel houses, the shimmering Tyrrhenian Sea, and the dome of Santa Maria Assunta, creating a living postcard of coastal beauty.""\n    },\n    ""lighting_and_atmosphere"": {\n      ""light_source"": ""Soft, diffused natural daylight. No harsh shadows."",\n      ""mood"": ""Confident, casual influencer 'fit check', contemporary, clean, high-end vibe."",\n      ""photographic_style"": ""Mirror selfie taken with a high-quality smartphone camera, slightly wide angle. Sharp focus on the subject and the phone. Realistic color grading, high dynamic range.""\n    }\n  },\n  ""negative_prompt_strict"": ""cartoon, painting, 3d render, CGI, anime, low resolution, blurry, grain"""
19,Profile / Avatar - Minimalist Studio Fashion Portrait Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6169,0,"{\n  ""image_type"": ""studio_photoshoot"",\n  ""shot_type"": ""half_body"",\n  ""camera"": {\n    ""angle"": ""eye_level"",\n    ""lens"": ""85mm portrait lens"",\n    ""aperture"": ""f/2.8"",\n    ""focus"": ""tack_sharp_on_subject"",\n    ""depth_of_field"": ""shallow_background_blur""\n  },\n  ""subject"": {\n    ""gender"": ""{argument name=""subject gender"" default=""male/female""}"",\n    ""age_range"": ""mid_30s_to_early_40s"",\n    ""build"": ""natural_fit"",\n    ""pose"": ""relaxed_confident_stance"",\n    ""expression"": ""calm_confident_neutral"",\n    ""outfit"": ""casual_streetwear"",\n    ""clothing_details"": {\n      ""top"": ""well_fitted_tshirt_or_light_jacket"",\n      ""colors"": ""neutral_muted_tones"",\n      ""style"": ""modern_minimal""\n    }\n  },\n  ""lighting"": {\n    ""type"": ""professional_studio_lighting"",\n    ""key_light"": ""softbox_front"",\n    ""fill_light"": ""subtle_fill"",\n    ""rim_light"": ""gentle_hair_light"",\n    ""shadows"": ""soft_natural"",\n    ""skin_tones"": ""accurate_and_realistic""\n  },\n  ""background"": {\n    ""style"": ""clean_studio_backdrop"",\n    ""color"": ""soft_gradient_neutral"",\n    ""texture"": ""smooth_minimal"",\n    ""distraction_free"": true\n  },\n  ""style"": {\n    ""realism"": ""high"",\n    ""look"": ""editorial_fashion_portrait"",\n    ""color_grading"": ""natural_balanced"",\n    ""no_filters"": true\n  },\n  ""quality"": {\n    ""resolution"": ""8K"",\n    ""detail_level"": ""ultra_high"",\n    ""noise"": ""none""\n  },\n  ""constraints"": [\n    ""full_focus_on_subject"",\n    ""no_motion_blur"",\n    ""no_overprocessing"",\n    ""no_cartoon_style"",\n    ""no_distorted_anatomy""\n  ]\n}"
20,Social Media Post - Train-ad style book advertisement image,ja,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=532,0,"Please generate an advertisement image.\n\n==== Ad specifications ===\n- Aspect ratio: 16:9 (horizontal)\n- Product to advertise: the book in the first attached image\n- Main eye-catcher: place the book from the first attached image in a three-dimensional way\n- Language: Japanese\n- Taste: advertisement for a business book\n\n# Text to include:\n- Pre-head copy: 【New print run decided about one week after release】\n\nBook “{argument name=""book_title_en"" default=""Designing from Zero with AI""}” now on sale and doing well.\n\nAmazon Best Seller Ranking\nRanked No.1 in commercial design sales (as of 10/15)\nhttps://t.co/QxbYpfFVj6"
21,Social Media Post - London outdoor restaurant portrait with Nano Banana Pro,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=743,0,"Create a photorealistic image of a young woman sitting at a relaxed outdoor restaurant in {argument name=""city in english"" default=""London""} on a cool Wednesday morning in March {argument name=""year in english"" default=""2025""}. The sky is clear, the spring air is crisp, and the city feels calm as it wakes up. She is the focal point of the shot—wearing a light scarf, gently stirring her tea while gazing off to the side with a thoughtful expression. Everything behind her, from the waiter moving about to the soft morning traffic, should fall into a smooth blur, giving the picture the effortless, candid atmosphere of a moment casually snapped on a phone."
22,Social Media Post - Emoji Aesthetic Prompts (Dark vs. Pastel),en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6374,0,⚔️🕸️🏴🗡️                           👛🌷🐥🌸                                               \n🖤⛓️💀🐦‍⬛                           🍥🎀🤍🩰                         🧷🔪🕷️🎱                           🫧🍬👚💗                   \n💣♟️♠️🗝️                           🌸🩷🍡💝
23,Social Media Post - Meme: Shoveling Snow with/without Coffee,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6288,0,"(Meme:\nTop: How I feel tackling my tasks...\nLeft: Without coffee\nRight: With coffee\nAction Left: {argument name=""character name"" default=""nordicjos3""} shoveling his driveway with a tiny shoveling.\nAction Right: nordicjos3 clearing his driveway of snow with a flamethrower.) Note: nordicjos3 is a character I trained in Freepik"
24,Social Media Post - Cinematic Romance: Couple Dancing at Istanbul Sunset,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6253,0,"{\n  ""generation_request"": {\n    ""meta_data"": {\n      ""tool"": ""Kling"",\n      ""task_type"": ""photoreal_cinematic_romance"",\n      ""version"": ""v1.0_ISTANBUL_SUNSET_DANCING_COUPLE"",\n      ""priority"": ""highest""\n    },\n    ""references"": {\n      ""reference_image_1"": {\n        ""source"": ""UPLOAD_REFERENCE_IMAGE (OPTIONAL)"",\n        ""purpose"": ""POSE_MOOD_STYLE_ANCHOR"",\n        ""strict_lock"": false,\n        ""preserve_mood"": true\n      }\n    },\n    ""output_settings"": {\n      ""aspect_ratio"": ""9:16"",\n      ""orientation"": ""portrait"",\n      ""resolution_target"": ""ultra_high_res"",\n      ""render_style"": ""cinematic_photoreal_film_still"",\n      ""sharpness"": ""crisp_but_natural"",\n      ""film_grain"": ""subtle_35mm"",\n      ""color_grade"": ""warm_golden_sunset"",\n      ""dynamic_range"": ""natural_not_hdr"",\n      ""skin_rendering"": ""real_texture_no_filter""\n    },\n    ""creative_prompt"": {\n      ""scene_summary"": ""Ultra-photorealistic cinematic scene of a happy couple dancing together in {argument name=""city"" default=""Istanbul""} at golden hour. They are laughing and spinning joyfully, captured mid-movement with natural motion blur in fabric and hair. The mood is romantic, free, and full of life."",\n      ""location"": {\n        ""city"": ""Istanbul"",\n        ""spot"": ""Bosphorus waterfront promenade"",\n        ""background_elements"": [\n          ""softly blurred Bosphorus"",\n          ""historic Istanbul skyline"",\n          ""warm sunset sky"",\n          ""distant city lights beginning to glow""\n        ]\n      },\n      ""subjects"": {\n        ""female"": {\n          ""appearance"": ""young adult woman, natural beauty, warm skin tone"",\n          ""wardrobe"": ""{argument name=""dress type"" default=""white floral summer dress""}, flowing fabric, knee-length, modest neckline"",\n          ""movement"": ""dress swirling as she dances, hair moving naturally"",\n          ""emotion"": ""pure joy, wide smile, relaxed body language""\n        },\n        ""male"": {\n          ""appearance"": ""young adult man, casual elegant look"",\n          ""wardrobe"": ""light shirt and neutral trousers"",\n          ""movement"": ""leading the dance gently, playful posture"",\n          ""emotion"": ""happy, affectionate smile, eyes focused on partner""\n        }\n      },\n      ""lighting"": {\n        ""type"": ""natural sunset light"",\n        ""direction"": ""side and backlit"",\n        ""feel"": ""warm, glowing highlights with soft shadows""\n      },\n      ""camera_style"": {\n        ""shot_type"": ""medium full-body shot"",\n        ""angle"": ""eye-level, slightly dynamic"",\n        ""lens"": ""35mm cinematic look"",\n        ""depth_of_field"": ""shallow, subjects sharp, background softly blurred""\n      },\n      ""atmosphere"": {\n        ""wind"": ""light breeze moving dress and hair"",\n        ""energy"": ""lively, spontaneous, romantic""\n      },\n      ""quality_guards"": {\n        ""no_text"": true,\n        ""no_watermark"": true,\n        ""no_ai_look"": true,\n        ""hands_and_fingers_clean"": true,\n        ""no_extra_limbs"": true\n      },\n      ""negative_prompt"": ""nudity, explicit content, see-through clothing, nightclub, heavy makeup,""\n    }\n  }\n}"
25,Social Media Post - Paparazzi Flash Portrait of Ana de Armas in a Car,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6273,0,"use the exact facial features from the uploaded reference photo, do not alter face shape, eyes,\n\nnose, lips, skin tone or proportions in any way, 0% face modification, identity lock, strict face\n\npreservation hyper-realistic photography, looks like a real paparazzi fashion photo, natural skin\n\ntexture with visible pores, fine lines and subtle imperfections, realistic skin sheen, no plastic skin,\n\nhigh-resolution fashion photograph, sharp focus, ultra-detailed direct\n\non-camera flash, paparazzi\n\nflash photography, hard frontal flash, harsh shadows, strong highlights, high contrast lighting, flash\n\noverpowering ambient light, slight overexposure on skin highlights, realistic flash falloff shot on fullframe DSLR, 35mm lens, slightly wide perspective, shallow depth of field, handheld camera feeling, candid framing nighttime interior car setting, luxury car back seat, black leather seats,\n\ndark surroundings outside the windows, cinematic night mood, editorial paparazzi aesthetic model\n\nwearing a tailored black pinstripe suit, oversized blazer with structured shoulders, white crisp shirt,\n\nblack slim tie, black tailored trousers, silver jewelry: small hoop earrings, subtle bracelet, watch,\n\nmakeup: glossy lips, defined eyes, soft contour, natural glow, hair styled in a messy elegant updo\n\nwith loose strands framing the face, close-up portrait, candid moment, model laughing softly, eyes\n\nhalf-closed, head tilted back slightly, natural spontaneous emotion, not posed, direct flash freezing\n\nmotion, hair strands caught mid-movement, editorial paparazzi feel"
26,Social Media Post - Flash Photography Portrait of Ana de Armas,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6278,0,"{\n  ""generation_parameters"": {\n    ""topic"": ""Portrait Photography"",\n    ""aspect_ratio"": ""3:4"",\n    ""style_preset"": ""Flash Photography""\n  },\n  ""subject_details"": {\n    ""identity"": {\n      ""name"": ""{argument name=""subject name"" default=""Ana de Armas""}"",\n      ""type"": ""Woman""\n    },\n    ""appearance"": {\n      ""hair"": {\n        ""color"": ""Dark"",\n        ""length"": ""Long"",\n        ""texture"": ""Straight""\n      },\n      ""face"": {\n        ""expression"": ""Soft""\n      },\n      ""body"": {\n        ""build_notes"": ""Large breasts""\n      }\n    },\n    ""pose_and_action"": {\n      ""orientation"": ""Looking over shoulder"",\n      ""framing"": ""Full-body"",\n      ""stance"": ""Standing""\n    }\n  },\n  ""fashion_and_attire"": {\n    ""clothing"": {\n      ""item"": ""Bodycon mini-dress"",\n      ""color"": ""{argument name=""dress color"" default=""Beige""}"",\n      ""fit"": ""Tight"",\n      ""design_elements"": [\n        ""Backless""\n      ]\n    },\n    ""accessories"": {\n      ""jewelry"": {\n        ""item"": ""Back-drop necklace"",\n        ""material"": ""Gold"",\n        ""style"": ""Delicate""\n      },\n      ""carry_items"": {\n        ""item"": ""Shoulder bag"",\n        ""material"": ""Leather"",\n        ""color"": ""Black"",\n        ""size"": ""Small""\n      }\n    }\n  },\n  ""scene_composition"": {\n    ""environment"": {\n      ""location_type"": ""Urban/Studio"",\n      ""background_elements"": {\n        ""object"": ""Wall"",\n        ""material"": ""Concrete block"",\n        ""color"": ""Grey""\n      }\n    },\n    ""lighting_setup"": {\n      ""technique"": ""Flash photography"",\n      ""qualities"": [\n        ""High-quality"",\n        ""Direct""\n      ],\n      ""effects"": {\n        ""skin_interaction"": ""Soft glow"",\n        ""shadows"": ""Slight shadow cast against background""\n      }\n    }\n  }\n}"
